id,latitude,longitude,depth,mag
pde20100814230104090_13,12.273,141.429,13,6.6
pde20100814073016940_10,12.348,141.487,10,6.2
pde20100813211934090_16,12.487,141.474,16,6.9
pde20100812115415580_206,-1.266,-77.306,206.7,7.1
pde20100810052344980_25,-17.541,168.069,25,7.3
pde20100804234802070_27,45.98,153.175,27.8,6
pde20100804220143620_44,-5.746,150.765,44,7
pde20100804125824200_27,51.423,-178.649,27,6.4
pde20100804071533510_220,-5.486,146.822,220,6.5
pde20100804044620380_19,-26.916,-177.245,19,6
pde20100803120825950_41,1.239,126.213,41,6.3
pde20100730035613710_23,52.498,159.843,23,6.3
pde20100729073156240_618,6.548,123.222,618,6.6
pde20100724053501060_553,6.218,123.519,553,6.6
pde20100723231510190_640,6.776,123.259,640.6,7.5
pde20100723225111840_578,6.497,123.48,578,7.6
pde20100723220811250_607,6.718,123.409,607.1,7.3
pde20100722050356440_6,-15.132,168.162,6,6.1
pde20100721091604420_100,3.039,128.222,100,6.1
pde20100720191820370_24,-5.902,150.712,24,6.3
pde20100718194804540_10,52.815,-169.719,10,6
pde20100718133459360_35,-5.931,150.59,35,7.3
pde20100718130409410_28,-5.966,150.428,28,6.9
pde20100718055644930_14,52.876,-169.848,14,6.7
pde20100714083221490_22,-38.067,-73.31,22,6.6
pde20100712001121250_115,-22.146,-68.216,115,6.3
pde20100710114332790_13,11.143,145.999,13,6.3
pde20100704215551980_27,39.697,142.369,27,6.3
pde20100702060403130_29,-13.643,166.485,29,6.3
pde20100630072227690_20,16.396,-97.782,20,6.3
pde20100630043102160_581,-23.307,179.116,581.4,6.4
pde20100626053019490_35,-10.627,161.447,35,6.7
pde20100624053227400_40,-5.514,151.161,40,6.1
pde20100618022305580_28,44.448,148.689,28,6.2
pde20100617130646590_170,-33.168,179.719,170.4,6
pde20100616035808480_10,-2.329,136.484,10.5,6.6
pde20100616031627550_18,-2.174,136.543,18,7
pde20100616030602420_13,-2.386,136.635,13,6.2
pde20100612192650460_35,7.881,91.936,35,7.5
pde20100609232317350_12,-18.597,169.485,12,6
pde20100601032615760_18,9.331,-84.206,18,6
pde20100531195145870_112,11.132,93.471,112,6.5
pde20100531101600230_20,6.948,124.025,20,6
pde20100527204800440_35,-13.658,166.745,35,6.1
pde20100527171446570_31,-13.698,166.643,31,7.2
pde20100526085308030_10,25.773,129.944,10,6.5
pde20100525100905780_10,35.336,-35.924,10,6.3
pde20100524161829090_581,-8.087,-71.558,581.2,6.5
pde20100523224652050_101,-13.928,-74.352,101.4,6.1
pde20100519105103080_10,-54.843,-135.398,10,6
pde20100519103010400_10,-54.8,-135.252,10,6
pde20100519041543230_132,-5.083,-77.541,132,6
pde20100509055941620_38,3.748,96.018,38,7.2
pde20100506024247940_37,-18.058,-70.547,37,6.2
pde20100505162903210_27,-4.054,101.096,27,6.5
pde20100503230944790_19,-38.072,-73.454,19,6.3
pde20100503102745090_84,29.645,140.951,84,6.1
pde20100430231628640_14,60.478,-177.65,14.9,6.3
pde20100430231143100_12,60.473,-177.877,12,6.5
pde20100426025952150_22,22.18,123.623,22,6.5
pde20100424074100410_27,-1.912,128.122,27,6
pde20100423100306180_32,-37.529,-72.969,32,6
pde20100421172029110_35,-15.271,-173.219,35,6.1
pde20100417231522020_53,-6.669,147.291,53,6.2
pde20100414012515580_7,33.195,96.449,7.6,6.1
pde20100413234938330_17,33.165,96.548,17,6.9
pde20100411220812790_609,36.965,-3.542,609.8,6.3
pde20100411094025600_21,-10.878,161.116,21,6.9
pde20100410165424250_273,-20.114,-176.223,273.2,6
pde20100407143301930_23,-3.76,141.943,23,6
pde20100406221501580_31,2.383,97.048,31,7.8
pde20100405100544630_25,-0.183,125.009,25,6.2
pde20100404224043100_4,32.297,-115.278,4,7.2
pde20100402225807560_24,-36.227,-72.878,24,6
pde20100330165446730_34,13.667,92.831,34,6.6
pde20100328213828000_29,-35.387,-73.385,29.9,6
pde20100326145207230_42,-27.953,-70.821,42,6.3
pde20100325052924720_16,13.827,120.071,16,6
pde20100320140049980_414,-3.361,152.245,414.6,6.6
pde20100316022157940_18,-36.217,-73.257,18,6.7
pde20100315110828960_14,-35.802,-73.158,14,6.2
pde20100314080803960_32,37.745,141.59,32,6.5
pde20100314005744700_53,-1.692,128.135,53,6.4
pde20100311150602130_31,-34.47,-72.004,31.5,6
pde20100311145527510_18,-34.326,-71.799,18,7
pde20100311143943950_11,-34.29,-71.891,11,6.9
pde20100308094708890_427,19.348,144.743,427,6.1
pde20100308023234710_12,38.864,39.986,12,6.1
pde20100307070524640_18,-16.236,-115.296,18,6.3
pde20100305160700680_26,-3.762,100.991,26,6.8
pde20100305114706820_18,-36.665,-73.374,18,6.6
pde20100305091936380_29,-36.631,-73.223,29.9,6.1
pde20100304223926530_114,-22.227,-68.328,114,6.3
pde20100304140227550_176,-13.571,167.227,176,6.5
pde20100304015948670_24,-33.216,-72.125,24.2,6
pde20100304001851290_21,22.918,120.795,21,6.3
pde20100303174425040_20,-36.61,-73.36,20,6.1
pde20100228112535920_46,-34.903,-71.617,46,6.2
pde20100227231234910_35,-34.7,-71.827,35,6
pde20100227190006860_31,-33.422,-71.828,31.1,6.2
pde20100227172430590_19,-36.354,-73.208,19,6.1
pde20100227154537000_10,-24.872,-65.602,10,6.3
pde20100227103036400_35,-33.281,-71.955,35,6
pde20100227082529620_35,-34.749,-72.427,35,6.1
pde20100227080123010_35,-37.773,-75.048,35,7.4
pde20100227073717960_35,-36.869,-72.673,35,6
pde20100227071228450_35,-33.878,-71.943,35,6
pde20100227065234020_35,-34.867,-72.614,35,6.2
pde20100227065117650_39,-31.663,-69.141,39.8,6
pde20100227063411530_22,-36.122,-72.898,22.9,8.8
pde20100226203126970_25,25.93,128.425,25,7
pde20100222070051320_15,-23.626,-176.036,15,6
pde20100218011319510_577,42.587,130.703,577.7,6.9
pde20100215215147790_126,-7.217,128.723,126,6.2
pde20100213023428860_11,-21.902,-174.767,11,6.1
pde20100209010344440_10,-15.053,-173.492,10,6.1
pde20100207061000230_21,23.488,123.615,21,6.3
pde20100206044458400_30,46.836,152.731,30,6
pde20100205065905500_1,-47.911,99.593,1,6.2
pde20100201222816920_32,-6.112,154.463,32,6.2
pde20100117120001080_5,-57.664,-65.879,5,6.3
pde20100112220041490_10,18.387,-72.784,10,6
pde20100112215310060_13,18.443,-72.571,13,7
pde20100110002739320_29,40.652,-124.692,29.3,6.5
pde20100109055130470_12,-9.131,157.626,12,6.2
pde20100105131142820_35,-9.05,157.892,35,6
pde20100105121532210_15,-9.019,157.551,15.4,6.8
pde20100105045539410_13,-58.173,-14.695,13,6.8
pde20100103223625640_10,-8.783,157.354,10,7.1
pde20100103214802870_10,-8.726,157.487,10,6.6
pde20100102084533020_8,12.424,141.949,8,6.1
pde20091231092324010_10,-59.401,-150.975,10,6
pde20091226085727720_85,-5.53,131.205,85,6.1
pde20091224002331700_392,42.245,134.719,392,6.3
pde20091223011158200_19,-1.434,99.393,19,6
pde20091219231915550_6,-10.108,33.818,6,6
pde20091219130215570_43,23.796,121.605,43,6.4
pde20091214085401820_39,-5.958,154.444,39,6
pde20091210023052690_656,53.417,152.756,656.2,6.3
pde20091209212902890_21,2.759,95.91,21,6
pde20091209160043330_10,-0.642,-21.072,10,6.4
pde20091209094603300_45,-22.15,170.963,45,6.4
pde20091203061232490_10,-56.476,-122.321,10,6
pde20091128181020630_38,5.326,126.288,38.8,6.1
pde20091128092117980_28,-29.216,-177.018,28,6
pde20091128060422200_15,-10.403,118.885,15,6
pde20091124124715660_18,-20.708,-174.035,18,6.8
pde20091122224727480_435,-31.569,179.467,435.7,6.2
pde20091122074820610_522,-17.794,-178.425,522.6,6.4
pde20091117153047440_17,52.123,-131.395,17,6.6
pde20091114194429930_220,-22.965,-66.641,220.4,6.2
pde20091113030557220_27,-19.394,-70.321,27,6.5
pde20091110024846790_23,8.082,91.899,23,6
pde20091109104455110_595,-17.239,178.331,595,7.3
pde20091108194143360_18,-8.207,118.631,18,6.6
pde20091105094320710_10,-52.292,160.703,10,6
pde20091102104713240_9,-24.121,-175.173,9,6.2
pde20091030070339120_34,29.218,129.782,34,6.8
pde20091029174432060_210,36.391,70.722,210,6.2
pde20091027000446230_10,-59.955,-65.163,10,6
pde20091025075352150_417,-23.091,-179.205,417.9,6
pde20091024144043720_130,-6.133,130.385,130,6.9
pde20091023151413060_31,-12.196,166.047,31.1,6
pde20091022195127520_185,36.517,70.95,185.9,6.2
pde20091022005139210_18,6.729,-82.579,18,6
pde20091019224938410_18,-15.36,-172.264,18,6
pde20091016095250830_38,-6.534,105.223,38,6.1
pde20091015174821890_10,3.272,-103.823,10,6
pde20091015121116410_105,-3.058,139.539,105.7,6
pde20091014180021770_10,-14.91,-174.823,10,6.3
pde20091013202153200_14,52.604,-167.118,14,6.4
pde20091013113805310_32,2.93,128.232,32,6
pde20091013053723690_24,52.754,-166.997,24,6.5
pde20091012093721480_42,-12.414,166.498,42,6.2
pde20091012031547280_10,-17.099,66.688,10,6.2
pde20091011031213470_10,-22,170.248,10,6
pde20091010212438530_112,47.851,152.455,112,6
pde20091008211613850_35,-12.912,166.314,35,6
pde20091008101107460_44,-11.263,165.819,44.7,6.1
pde20091008083436960_35,-12.237,166.489,35,6
pde20091008082847970_35,-13.298,165.91,35,6.8
pde20091007231348160_31,-13.093,166.497,31.1,7.4
pde20091007225015780_21,-12.39,166.086,21,6.8
pde20091007221851240_35,-12.517,166.382,35,7.8
pde20091007220314470_45,-13.006,166.51,45,7.7
pde20091007214113270_574,4.079,122.371,574,6.8
pde20091004105800170_620,6.74,123.378,620,6.6
pde20091003173606120_28,23.63,121.452,28,6.1
pde20091002154709350_10,-17.017,174.505,10,6
pde20091002010739260_8,-16.335,-173.471,8,6.1
pde20091001015227320_9,-2.482,101.524,9,6.6
pde20090930101609250_81,-0.72,99.867,81,7.6
pde20090929234503460_10,-15.832,-172.551,10,6
pde20090929175605790_10,-15.355,-173.159,10,6
pde20090929174810990_18,-15.489,-172.095,18,8.1
pde20090924071620260_13,18.829,-107.339,13,6.4
pde20090923025930530_10,-52.963,159.911,10,6
pde20090921085305910_14,27.332,91.437,14,6.1
pde20090917232138520_10,-29.144,-112.267,10,6.2
pde20090912200625470_14,10.709,-67.927,14,6.4
pde20090910024650350_36,48.317,154.192,36,6
pde20090907224137360_15,42.66,43.443,15,6
pde20090907161222560_23,-10.198,110.628,23,6.2
pde20090903132617950_163,31.14,130.014,163,6.2
pde20090902180009330_257,-29.395,-178.956,257,6.2
pde20090902075501050_46,-7.782,107.297,46,7
pde20090830145132890_11,-15.223,-172.571,11,6.6
pde20090828015206640_13,37.696,95.718,13,6.3
pde20090828015120400_642,-7.146,123.427,642.4,6.9
pde20090820063504430_6,72.2,0.944,6,6
pde20090818212047550_269,-26.064,-178.391,269.8,6.3
pde20090817101056500_15,23.426,123.516,15,6.1
pde20090817000549030_20,23.501,123.499,20,6.7
pde20090816073821700_20,-1.479,99.49,20,6.7
pde20090812224851420_53,32.821,140.395,53,6.6
pde20090810200709110_40,34.743,138.264,40.4,6.2
pde20090810195538730_24,14.099,92.902,24,7.5
pde20090810040631000_35,-11.612,166.09,35,6.6
pde20090809105555110_292,33.167,137.944,292,7.1
pde20090805083140480_10,-45.554,166.356,10,6.1
pde20090805001758820_25,24.233,125.095,25,6.1
pde20090803184050100_10,29.31,-113.728,10,6.2
pde20090803175956170_10,29.039,-112.903,10,6.9
pde20090802085433360_20,-0.447,132.908,20,6.1
pde20090801133329950_10,-56.234,-124.296,10,6.1
pde20090715201042660_13,-3.375,150.506,13.4,6.1
pde20090715092229030_12,-45.762,166.562,12,7.8
pde20090713180501420_17,24.056,122.201,17,6.3
pde20090712061247330_198,-15.041,-70.445,198.9,6.1
pde20090708192337730_12,-36.004,-102.686,12,6
pde20090707191146710_19,75.351,-72.453,19,6.1
pde20090706145312240_22,50.435,176.992,22,6.1
pde20090704064935510_38,9.59,-78.966,38,6.1
pde20090703110014630_10,25.131,-109.754,10,6
pde20090701093010410_19,34.164,25.471,19,6.4
pde20090623141922350_64,-5.157,153.782,64,6.7
pde20090616200556990_10,-54.366,5.871,10,6.1
pde20090614055843270_35,5.361,126.438,35,6.1
pde20090612094415060_15,-17.611,167.812,15,6
pde20090606203328830_14,23.864,-46.105,14,6
pde20090605033033060_29,41.824,143.445,29,6.4
pde20090604172525500_16,-45.833,35.139,16,6
pde20090602021703510_15,-17.757,167.949,15,6.3
pde20090528082446560_19,16.731,-86.217,19,7.3
pde20090524005802110_4,-31.475,-177.683,4,6
pde20090516005351250_43,-31.553,-178.833,43,6.5
pde20090512012626580_89,-5.664,149.543,89,6.1
pde20090510011606960_6,1.393,-85.169,6,6.1
pde20090503162145270_108,14.546,-91.143,108,6.3
pde20090426000653150_131,-30.3,-178.582,131.7,6.1
pde20090421052611520_152,50.833,155.009,152,6.2
pde20090419052325880_25,4.136,126.678,25,6.1
pde20090418191758930_35,46.015,151.427,35,6.6
pde20090417020808710_25,-19.584,-70.483,25,6.1
pde20090416145706200_20,-60.203,-26.858,20,6.7
pde20090415200134680_22,-3.115,100.471,22,6.3
pde20090407042333150_31,46.049,151.548,31,6.9
pde20090406013239000_8,42.334,13.334,8.8,6.3
pde20090404053155480_48,5.149,127.201,48,6.3
pde20090401035458770_10,-3.522,144.102,10,6.4
pde20090330071307280_21,56.546,-152.743,21,6
pde20090328175931750_93,-2.952,139.543,93,6
pde20090319181740470_31,-23.043,-174.66,31,7.6
pde20090316141556460_35,3.807,126.552,35,6.3
pde20090312232334820_9,5.686,-82.767,9,6.3
pde20090306105029410_9,80.324,-1.853,9,6.5
pde20090228143306350_15,-60.525,-24.796,15,6.3
pde20090222174522400_32,3.679,126.561,32,6
pde20090218215345160_25,-27.424,-176.33,25,7
pde20090217033053330_13,-30.724,-178.617,13,6
pde20090215100449310_21,-5.854,-80.891,21,6.1
pde20090212131506280_27,4.036,126.548,27,6.3
pde20090212083017260_35,3.972,126.724,35,6
pde20090212034939660_26,3.947,126.411,26,6
pde20090211182511240_35,4.026,126.783,35,6
pde20090211173450490_20,3.886,126.387,20,7.2
pde20090209140902980_15,-6.567,-81.15,15,6
pde20090202175321800_21,-13.582,-76.558,21,6
pde20090122201634580_146,-7.307,128.568,146.7,6.1
pde20090122134025990_44,-5.912,148.511,44,6.1
pde20090121170842990_24,-22.689,171.043,24,6.1
pde20090119034637520_35,-22.477,170.806,35,6
pde20090119033518840_12,-22.596,170.911,12,6.6
pde20090118141148860_33,-30.199,-177.951,33,6.4
pde20090115174939070_36,46.857,155.154,36,7.4
pde20090115072720290_27,-22.352,170.635,27,6.7
pde20090113010442640_10,-13.147,66.078,10,6
pde20090108192135610_14,10.165,-84.197,14,6.1
pde20090106224827250_16,-0.659,133.434,16,6
pde20090103223340290_23,-0.691,133.305,23,7.4
pde20090103202320180_204,36.419,70.743,204.8,6.6
pde20090103194350650_17,-0.414,132.885,17,7.7
pde20081225032029350_206,5.752,125.377,206,6.3
pde20081224091134290_9,-17.29,-171.909,9,6
pde20081220102923100_19,36.541,142.425,19,6.3
pde20081218215028000_25,-32.473,-72.051,25,6
pde20081218211928380_18,-32.458,-71.726,18,6.2
pde20081210131534430_51,-12.337,166.572,51,6
pde20081209172858640_224,-15.929,168.173,224.1,6.1
pde20081209062359750_18,-31.232,-176.924,18,6.8
pde20081208183909480_11,-53.005,106.823,11,6.3
pde20081206105526350_398,-7.393,124.745,398,6.4
pde20081129055916580_386,-18.701,-177.716,386,6
pde20081124090258760_492,54.203,154.322,492.3,7.3
pde20081122184942380_10,-1.23,-13.933,10,6.3
pde20081122160139380_57,-22.523,171.199,57.3,6.4
pde20081122160101700_24,-4.348,101.259,24,6.3
pde20081121070534940_118,-8.947,159.553,118,6.1
pde20081119061120790_32,8.267,-82.967,32,6.3
pde20081116170232700_30,1.271,122.091,30,7.4
pde20081110012202570_19,37.565,95.833,19,6.3
pde20081108074959000_121,-15.223,-174.232,121,6
pde20081107160423350_10,-6.712,129.074,10,6.2
pde20081107071935710_13,-14.829,168.032,13,6.4
pde20081104183545270_205,-17.135,168.458,205.7,6.3
pde20081102134842820_36,51.552,-174.366,36,6.1
pde20081101011309640_10,-3.399,148.712,10,6
pde20081030151541140_10,-9.02,-108.246,10,6.1
pde20081029113243130_14,30.598,67.455,14,6.4
pde20081028230957650_15,30.639,67.351,15,6.4
pde20081028160003240_18,-3.494,145.867,18.3,6
pde20081023100435040_10,-2.635,145.574,10,6.3
pde20081022125557390_233,-18.414,-175.351,233.4,6.4
pde20081019051033910_29,-21.863,-173.819,29,6.9
pde20081016194125720_24,14.423,-92.364,24,6.7
pde20081012205541460_352,-20.123,-64.971,352.7,6.2
pde20081011104014060_23,19.161,-64.833,23,6.1
pde20081006083045570_12,29.807,90.35,12,6.3
pde20081005225628930_10,33.886,69.47,10,6
pde20081005155249400_27,39.533,73.824,27.4,6.7
pde20081005091236070_10,-30.184,-177.176,10,6.1
pde20080929151931590_36,-29.756,-177.683,36,7
pde20080925014711190_4,30.836,83.487,4,6
pde20080924023305560_12,17.612,-105.497,12,6.4
pde20080918014103010_11,-4.554,-105.999,11,6
pde20080911002050920_25,41.892,143.754,25,6.8
pde20080911000002700_96,1.885,127.363,96,6.6
pde20080910130814690_9,8.093,-38.705,9,6.6
pde20080910110034090_12,26.743,55.828,12,6.1
pde20080908185206970_110,-13.501,166.967,110,6.9
pde20080908030315930_36,-19.964,169.108,36,6.2
pde20080903112514450_569,-26.736,-63.225,569.6,6.3
pde20080901040039430_171,-25.387,-177.636,171.1,6
pde20080830083053010_11,26.241,101.889,11,6
pde20080830065407610_75,-6.146,147.258,75,6.4
pde20080828152223200_12,-0.252,-17.358,12,6.3
pde20080827013532150_16,51.607,104.158,16,6.3
pde20080826210036610_154,-7.641,-74.377,154,6.4
pde20080825132158820_12,30.901,83.52,12,6.7
pde20080822074739580_6,-17.769,65.394,6,6
pde20080821122430930_10,25.039,97.697,10,6
pde20080819163013210_8,-15.087,-173.476,8,6.1
pde20080815102516530_10,12.897,124.319,10,6
pde20080811233838310_13,-1.02,-21.843,13,6
pde20080810082033420_20,11.055,91.814,20,6.2
pde20080809163638170_10,-60.693,153.826,10,6.3
pde20080809060148510_10,-60.648,153.771,10,6.5
pde20080805094917260_6,32.756,105.494,6,6
pde20080804204513970_173,-5.916,130.195,173.9,6.3
pde20080728214047360_10,-10.578,163.103,10,6
pde20080724014316140_27,50.967,157.584,27,6.2
pde20080723152619950_108,39.802,141.464,108,6.8
pde20080721113029280_22,37.186,142.051,22,6
pde20080719223952700_391,-17.337,-177.312,391,6.4
pde20080719110117710_10,-11.066,164.616,10,6.2
pde20080719092701460_11,-11.041,164.493,11,6.6
pde20080719023928700_22,37.552,142.214,22,7
pde20080715032634700_52,35.8,27.86,52,6.4
pde20080713145833010_14,21.014,121.149,14,6.2
pde20080708091307460_123,-15.986,-71.748,123,6.2
pde20080708074210730_43,27.532,128.334,43,6
pde20080705021204480_632,53.882,152.886,632.8,7.7
pde20080703030237560_581,-23.37,-179.778,581.2,6.2
pde20080630061743020_8,-58.227,-22.099,8,7
pde20080629205304890_326,45.156,137.446,326,6
pde20080628125446360_15,10.847,91.712,15,6.1
pde20080627114013990_17,11.005,91.824,17,6.6
pde20080626211915580_38,-20.768,-173.342,38,6.2
pde20080622235630030_18,67.698,141.276,18,6.1
pde20080615083717200_10,-36.623,-107.45,10,6
pde20080613234345360_7,39.03,140.881,7.8,6.9
pde20080608122529710_16,37.963,21.525,16,6.4
pde20080606134248950_122,-7.495,127.885,122,6
pde20080605021646930_10,-38.844,-91.623,10,6
pde20080603220427870_14,-8.1,120.231,14,6
pde20080603162050380_84,-10.509,161.273,84,6.2
pde20080601143103010_10,-59.384,149.66,10,6.5
pde20080601015723690_31,20.124,121.35,31,6.3
pde20080531043756010_9,-41.198,80.479,9,6.4
pde20080529154600320_9,64.005,-21.013,9,6.3
pde20080525191825710_22,56.087,-153.78,22,6
pde20080525082149990_18,32.56,105.423,18,6.1
pde20080523193534780_8,7.313,-34.897,8,6.5
pde20080520135335640_27,51.162,178.759,27,6.3
pde20080519142645020_10,1.64,99.147,10,6
pde20080512111102480_10,31.214,103.618,10,6.1
pde20080512062801570_19,31.002,103.322,19,7.9
pde20080509215129730_76,12.516,143.181,76,6.8
pde20080507164518700_27,36.164,141.526,27,6.9
pde20080507161636190_23,36.156,141.756,23.3,6.1
pde20080507160202600_19,36.178,141.545,19,6.2
pde20080502013337240_14,51.864,-177.528,14,6.6
pde20080428202653110_35,-20.238,168.824,35,6.1
pde20080428183334200_32,-19.941,168.953,32,6.4
pde20080428155755280_35,-58.739,-24.714,35,6.1
pde20080426233449390_10,-49.091,164.117,10,6.1
pde20080424121449920_10,-1.182,-23.471,10,6.5
pde20080423182841880_10,22.881,121.619,10,6
pde20080419102112500_10,-7.875,125.722,10,6
pde20080419055842250_14,-20.273,168.796,14,6.3
pde20080419031225180_13,-7.815,125.694,13,6.1
pde20080418203907140_553,-17.342,-179.022,553.8,6.3
pde20080416055419690_13,51.878,-179.165,13,6.6
pde20080416003548870_10,-18.609,-175.699,10,6.3
pde20080415225951500_11,51.856,-179.361,11,6.4
pde20080415030304660_33,13.564,-90.599,33,6.1
pde20080414094519700_140,-56.022,-28.035,140.2,6
pde20080412003012600_16,-55.664,158.453,16,7.1
pde20080411174501940_11,-20.392,168.839,11,6.1
pde20080409144750510_35,-19.997,168.874,35,6.3
pde20080409124612720_33,-20.071,168.892,33,7.3
pde20080409112340350_35,-20.185,168.905,35,6.3
pde20080409111317690_16,-20.175,168.861,16,6.4
pde20080329173050150_20,2.855,95.296,20,6.3
pde20080324203907630_120,-20.043,-68.963,120,6.2
pde20080322212411270_132,52.176,-178.716,132,6.2
pde20080320223257930_10,35.49,81.467,10,7.2
pde20080320141040400_45,6.192,126.934,45,6.1
pde20080318082247070_25,-29.252,-177.44,25,6.2
pde20080315144326500_25,2.708,94.596,25,6
pde20080314223209380_10,26.988,142.599,10,6
pde20080313132844850_10,-45.492,35.008,10,6
pde20080312113655280_10,-16.489,167.183,10,6.3
pde20080312112334060_13,-16.567,167.335,13,6.4
pde20080303141114620_24,13.351,125.63,24,6.9
pde20080303134940420_10,19.913,121.334,10,6
pde20080303093102500_10,46.406,153.175,10,6.5
pde20080303023727120_25,-2.18,99.823,25,6.2
pde20080227065420610_15,26.816,142.438,15,6.2
pde20080225210218420_25,-2.245,99.808,25,6.7
pde20080225180603900_25,-2.332,99.891,25,6.6
pde20080225083633030_25,-2.486,99.972,25,7.2
pde20080224144621470_22,-2.405,99.931,22,6.5
pde20080223155720490_14,-57.335,-23.433,14,6.8
pde20080221141602710_6,41.153,-114.867,6.7,6
pde20080221024618190_12,77.079,18.571,12,6.1
pde20080220182706000_9,36.288,21.775,9.9,6.2
pde20080220080830520_26,2.768,95.964,26,7.4
pde20080216144511690_130,-21.346,-68.385,130.1,6.1
pde20080214120855790_28,36.345,21.863,28,6.5
pde20080214100922720_29,36.501,21.67,29,6.9
pde20080213195846130_19,-8.158,128.644,19,6.2
pde20080212125018490_83,16.357,-94.304,83,6.5
pde20080210122202650_8,-60.797,-25.586,8,6.6
pde20080209183401600_38,-0.236,125.084,38,6
pde20080208093814100_9,10.671,-41.899,9,6.9
pde20080204170129980_35,-20.166,-70.037,35,6.3
pde20080201121006400_604,-21.495,-179.352,604.2,6
pde20080130073242800_8,-7.302,127.688,8,6.2
pde20080122171457950_20,1.011,97.442,20,6.2
pde20080122104921800_10,-15.419,-175.589,10,6.1
pde20080122075548880_6,-15.277,-175.348,6,6
pde20080120202604880_35,2.346,126.816,35,6.1
